Candidate Name,Constituency,Party,Criminal_case,Education,Total_assets,Liabilities
['Himanshu Sharma'],['21-ROHINI-A'],['IND'],['0'],['Graduate Professional'],"['Rs\xa02,00,000~ 2\xa0Lacs+']",['Rs\xa00~']
['Hira Lal'],['179-PUL PEHLADPUR'],['BSP'],['1'],['Graduate'],"['Rs\xa021,72,000~ 21\xa0Lacs+']","['Rs\xa01,00,000~ 1\xa0Lacs+']"
['Hukum Singh'],['44-SULTANPURI-B'],['BJP'],['0'],['10th Pass'],"['Rs\xa022,69,800~ 22\xa0Lacs+']",['Rs\xa00~']
['Inder Jit'],['100-FATEH NAGAR'],['BJP'],['0'],['8th Pass'],"['Rs\xa01,55,44,000~ 1\xa0Crore+']",['Rs\xa00~']
['Inder Kaur'],['138-SADH NAGAR'],['BJP'],['0'],['8th Pass'],"['Rs\xa02,75,50,200~ 2\xa0Crore+']","['Rs\xa04,50,000~ 4\xa0Lacs+']"
['Inderjeet Sehrawat'],['133-MAHIPALPUR'],['BJP'],['1'],['Graduate'],"['Rs\xa08,35,62,461~ 8\xa0Crore+']",['Rs\xa00~']
['Indernath Saini'],['109-VIKAS NAGAR'],['IND'],['0'],['5th Pass'],"['Rs\xa058,13,285~ 58\xa0Lacs+']",['Rs\xa00~']
['Indrawati Singh'],['123-KAKROLA'],['INC'],['0'],['Post Graduate'],"['Rs\xa01,07,99,915~ 1\xa0Crore+']",['Rs\xa00~']
['Indu'],['174-SRI NIWAS PURI'],['AAP'],['0'],['Post Graduate'],"['Rs\xa01,69,39,889~ 1\xa0Crore+']","['Rs\xa02,00,000~ 2\xa0Lacs+']"
['Indu Sharma'],['155-MEHRAULI'],['BJP'],['0'],['12th Pass'],"['Rs\xa061,76,683~ 61\xa0Lacs+']",['Rs\xa00~']
['Iqbal Ahmad'],['37-KIRARI'],['IND'],['0'],['10th Pass'],"['Rs\xa092,106~ 92\xa0Thou+']",['Rs\xa00~']
['Irfanuddin'],['76-CHANDANI MAHAL'],['BJP'],['0'],['5th Pass'],"['Rs\xa01,52,75,645~ 1\xa0Crore+']",['Rs\xa00~']
['Irshad Ali'],['79-BALLIMARAN'],['IND'],['0'],['5th Pass'],"['Rs\xa01,53,190~ 1\xa0Lacs+']",['Rs\xa00~']
['Ishupreet Kaur Gujral'],['56-SHAIIMAR BAGH-B'],['AAP'],['0'],['Graduate'],"['Rs\xa01,93,53,900~ 1\xa0Crore+']","['Rs\xa036,21,182~ 36\xa0Lacs+']"
['Ishwar Singh'],['4-ALIPUR'],['JD(U)'],['2'],['12th Pass'],"['Rs\xa01,82,23,493~ 1\xa0Crore+']","['Rs\xa011,68,955~ 11\xa0Lacs+']"
['Jag Mohan Mehlawat'],['156-VASANT KUNJ'],['BJP'],['0'],['12th Pass'],"['Rs\xa03,75,46,368~ 3\xa0Crore+']","['Rs\xa06,01,975~ 6\xa0Lacs+']"
['Jagdish'],['125-CHHAWAIA'],['AAP'],['0'],['5th Pass'],"['Rs\xa021,06,39,970~ 21\xa0Crore+']",['Rs\xa00~']
['Jagdish Awasthi'],['68-MODEL TOWN'],['NCP'],['0'],['10th Pass'],"['Rs\xa016,49,836~ 16\xa0Lacs+']",['Rs\xa00~']
['Jagdish Jain'],['21-ROHINI-A'],['INC'],['0'],['10th Pass'],"['Rs\xa02,47,33,115~ 2\xa0Crore+']",['Rs\xa00~']
['Jagdish Singh'],['125-CHHAWAIA'],['BSP'],['0'],['8th Pass'],"['Rs\xa01,10,09,614~ 1\xa0Crore+']","['Rs\xa03,50,000~ 3\xa0Lacs+']"
['Jai Bhagwan Yadav'],['27-BEGUMPUR'],['BJP'],['0'],['Post Graduate'],"['Rs\xa05,50,67,484~ 5\xa0Crore+']",['Rs\xa00~']
['Jai Karan'],['137-MAHAVIR ENCLAVE'],['INC'],['0'],['10th Pass'],"['Rs\xa095,000~ 95\xa0Thou+']","['Rs\xa050,000~ 50\xa0Thou+']"
['Jai Prakash'],['103-KESHOPUR'],['IND'],['0'],['5th Pass'],"['Rs\xa026,35,100~ 26\xa0Lacs+']","['Rs\xa05,07,530~ 5\xa0Lacs+']"
['Jai Prakash'],['19-SARUP NAGAR'],['INC'],['0'],['12th Pass'],"['Rs\xa04,78,24,956~ 4\xa0Crore+']","['Rs\xa01,06,26,825~ 1\xa0Crore+']"
['Jai Prakash'],['224-WELCOME COLONY'],['IND'],['0'],['8th Pass'],"['Rs\xa037,10,000~ 37\xa0Lacs+']","['Rs\xa05,20,000~ 5\xa0Lacs+']"
['Jai Singh'],['113-MOHAN GARDEN'],['IND'],['0'],['12th Pass'],"['Rs\xa010,11,796~ 10\xa0Lacs+']",['Rs\xa00~']
['Jaivir Singh Rana'],['131-BIJWASAN'],['BJP'],['0'],['Post Graduate'],"['Rs\xa03,14,41,676~ 3\xa0Crore+']","['Rs\xa04,50,000~ 4\xa0Lacs+']"
['Jalaj Kumar'],['55-SHALIMAR BAGH-A'],['AAP'],['0'],['Graduate'],"['Rs\xa04,46,69,662~ 4\xa0Crore+']","['Rs\xa025,00,000~ 25\xa0Lacs+']"
['Jalandhar Pandit'],['127-NAJAFGARH'],['IND'],['0'],['Graduate'],"['Rs\xa050,02,000~ 50\xa0Lacs+']","['Rs\xa02,05,000~ 2\xa0Lacs+']"
['Jamadar Sah Gond'],['105-MAHAVEER ENCLAVE'],['BSP'],['0'],['Graduate Professional'],"['Rs\xa01,25,71,371~ 1\xa0Crore+']",['Rs\xa00~']
['Janta Devi'],['5-BAKHTAWARPUR'],['BJP'],['0'],['12th Pass'],"['Rs\xa04,05,01,304~ 4\xa0Crore+']","['Rs\xa03,60,767~ 3\xa0Lacs+']"
['Jaswant Singh'],['238-SABOLI'],['AAP'],['0'],['Graduate'],"['Rs\xa01,78,89,450~ 1\xa0Crore+']","['Rs\xa019,00,000~ 19\xa0Lacs+']"
['Jayanti Jha'],['153-VASANT VIHAR'],['INC'],['0'],['Post Graduate'],"['Rs\xa03,39,51,000~ 3\xa0Crore+']","['Rs\xa01,60,000~ 1\xa0Lacs+']"
['Jeetu Chouhan'],['192-TRILOKPURI'],['IND'],['0'],['10th Pass'],"['Rs\xa09,20,693~ 9\xa0Lacs+']","['Rs\xa01,34,507~ 1\xa0Lacs+']"
['Jeewan Singh'],['185-MADANPUR KHADAR EAST'],['INC'],['0'],['Graduate'],"['Rs\xa021,99,864~ 21\xa0Lacs+']","['Rs\xa04,341~ 4\xa0Thou+']"
['Jitender Ahuja'],['51-ROHINI-C'],['INC'],['0'],['Graduate'],"['Rs\xa06,13,64,528~ 6\xa0Crore+']","['Rs\xa011,22,960~ 11\xa0Lacs+']"
['Jitender Bansala'],['248-KARAWAI NAGAR-WEST'],['AAP'],['0'],['Post Graduate'],"['Rs\xa048,27,35,651~ 48\xa0Crore+']",['Rs\xa00~']
['Jitender Kumar'],['146-AMAR COLONY'],['AAP'],['1'],['Graduate'],"['Rs\xa025,88,92,610~ 25\xa0Crore+']","['Rs\xa010,07,41,417~ 10\xa0Crore+']"
['Jitender Kumar'],['154-LADO SARAI'],['CPI(ML)(L)'],['0'],['5th Pass'],"['Rs\xa030,42,794~ 30\xa0Lacs+']","['Rs\xa062,000~ 62\xa0Thou+']"
['Jitender Kumar Tomar'],['111-BAPROLA'],['IND'],['0'],['Graduate Professional'],"['Rs\xa031,72,000~ 31\xa0Lacs+']","['Rs\xa06,00,000~ 6\xa0Lacs+']"
['Joginder Kishore'],['119-MANGLAPURI'],['INC'],['0'],['12th Pass'],"['Rs\xa02,46,20,877~ 2\xa0Crore+']",['Rs\xa00~']
['Joginder Singh'],['133-MAHIPALPUR'],['AAP'],['0'],['10th Pass'],"['Rs\xa040,10,280~ 40\xa0Lacs+']",['Rs\xa00~']
['Joginder Singh'],['19-SARUP NAGAR'],['AAP'],['0'],['Graduate'],"['Rs\xa04,73,53,994~ 4\xa0Crore+']",['Rs\xa00~']
['Joginder Singh'],['32-KANJHAWAIA'],['INC'],['0'],['10th Pass'],"['Rs\xa023,51,527~ 23\xa0Lacs+']","['Rs\xa011,64,264~ 11\xa0Lacs+']"
['Joginder Tanwar'],['158-BHATI'],['INC'],['0'],['Graduate'],"['Rs\xa065,13,055~ 65\xa0Lacs+']",['Rs\xa00~']
['Judge Kumar Dawar'],['68-MODEL TOWN'],['INC'],['0'],['Graduate'],"['Rs\xa01,61,13,399~ 1\xa0Crore+']","['Rs\xa02,27,290~ 2\xa0Lacs+']"
['Jugal Arora'],['211-KRISHNA NAGAR'],['AAP'],['0'],['12th Pass'],"['Rs\xa07,97,26,852~ 7\xa0Crore+']","['Rs\xa01,62,11,137~ 1\xa0Crore+']"
['Jugnu Begum'],['243-MUSTAFABAD'],['IND'],['0'],['Illiterate'],"['Rs\xa090,000~ 90\xa0Thou+']",['Rs\xa00~']
['Juhi Goel'],['63-TRI NAGAR'],['INC'],['0'],['12th Pass'],"['Rs\xa06,63,93,949~ 6\xa0Crore+']","['Rs\xa044,91,476~ 44\xa0Lacs+']"
['Julfikar Ali'],['246- SRI RAM COLONY'],['INC'],['2'],['Illiterate'],"['Rs\xa06,86,50,000~ 6\xa0Crore+']","['Rs\xa07,83,000~ 7\xa0Lacs+']"
['Jyoti'],['72-SADAR BAZAR'],['BSP'],['0'],['8th Pass'],"['Rs\xa01,15,500~ 1\xa0Lacs+']",['Rs\xa00~']
['Jyoti'],['124-NANGII SAKRAWATI'],['IND'],['0'],['12th Pass'],"['Rs\xa084,000~ 84\xa0Thou+']",['Rs\xa00~']
['Jyoti Aggarwal'],['60-RANI BAGH'],['BJP'],['0'],['Graduate'],"['Rs\xa01,35,60,153~ 1\xa0Crore+']",['Rs\xa00~']
['Jyoti Bala'],['199-MANDAWAII'],['IND'],['0'],['Graduate'],"['Rs\xa021,69,591~ 21\xa0Lacs+']",['Rs\xa00~']
['Jyoti Gautam'],['140-INDER PURI'],['AAP'],['0'],['Graduate'],"['Rs\xa01,88,65,076~ 1\xa0Crore+']","['Rs\xa035,00,000~ 35\xa0Lacs+']"
['Jyoti Mala Sinha'],['40-NITHARI'],['IND'],['0'],['Post Graduate'],"['Rs\xa020,03,500~ 20\xa0Lacs+']",['Rs\xa00~']
['Jyoti Naveen Kumar'],['193-KONDLI'],['INC'],['0'],['8th Pass'],"['Rs\xa019,62,862~ 19\xa0Lacs+']","['Rs\xa05,17,304~ 5\xa0Lacs+']"
['Jyoti Rani'],['207-VISHWAS NAGAR'],['AAP'],['0'],['12th Pass'],"['Rs\xa039,09,161~ 39\xa0Lacs+']","['Rs\xa032,53,359~ 32\xa0Lacs+']"
['Jyoti Singh'],['124-NANGII SAKRAWATI'],['IND'],['0'],['Post Graduate'],"['Rs\xa06,71,344~ 6\xa0Lacs+']",['Rs\xa00~']
['Jyoti Upadhyay'],['5-BAKHTAWARPUR'],['INC'],['0'],['Post Graduate'],"['Rs\xa08,25,742~ 8\xa0Lacs+']",['Rs\xa00~']
['Jyotsna Parasher'],['22-ROHINI-B'],['BSP'],['0'],['Post Graduate'],"['Rs\xa01,96,76,160~ 1\xa0Crore+']","['Rs\xa011,01,128~ 11\xa0Lacs+']"
['Kajal Singh'],['169-SANGAM VIHAR-B'],['AAP'],['0'],['Post Graduate'],"['Rs\xa012,03,258~ 12\xa0Lacs+']","['Rs\xa011,000~ 11\xa0Thou+']"
['Kali Mullah'],['30-BAWANA'],['IND'],['1'],['Literate'],"['Rs\xa023,61,665~ 23\xa0Lacs+']","['Rs\xa06,24,000~ 6\xa0Lacs+']"
['Kalpana Aggarwal'],['60-RANI BAGH'],['NCP'],['0'],['Graduate Professional'],"['Rs\xa065,047~ 65\xa0Thou+']",['Rs\xa00~']
['Kalpana Jha'],['169-SANGAM VIHAR-B'],['NCP'],['5'],['8th Pass'],"['Rs\xa043,47,438~ 43\xa0Lacs+']",['Rs\xa00~']
['Kamal'],['42-MANGOL PURI'],['IND'],['0'],['10th Pass'],"['Rs\xa02,26,290~ 2\xa0Lacs+']",['Rs\xa00~']
['Kamal Bagri'],['80-RAM NAGAR'],['BJP'],['1'],['12th Pass'],"['Rs\xa058,66,908~ 58\xa0Lacs+']",['Rs\xa00~']
['Kamal Bhardwaj'],['148-HAUZ KHAS'],['AAP'],['1'],['Graduate Professional'],"['Rs\xa046,14,647~ 46\xa0Lacs+']",['Rs\xa00~']
['Kamal Gaur'],['242-DAYAIPUR'],['AAP'],['0'],['12th Pass'],"['Rs\xa04,07,72,701~ 4\xa0Crore+']",['Rs\xa00~']
['Kamal Yadav'],['160-SAID-UI-AJAIB'],['BJP'],['0'],['Graduate'],"['Rs\xa06,50,09,302~ 6\xa0Crore+']","['Rs\xa033,66,383~ 33\xa0Lacs+']"
['Kamaljeet Sehrawat'],['120-DWARKA-B'],['BJP'],['0'],['Post Graduate'],"['Rs\xa011,98,50,131~ 11\xa0Crore+']","['Rs\xa040,00,000~ 40\xa0Lacs+']"
['Kamini Giri'],['54-ROHINI-D'],['IND'],['0'],['Illiterate'],"['Rs\xa06,59,894~ 6\xa0Lacs+']",['Rs\xa00~']
['Kamlesh'],['239-GOKAI PURI'],['BSP'],['0'],['Illiterate'],"['Rs\xa01,35,15,839~ 1\xa0Crore+']",['Rs\xa00~']
['Kamlesh'],['128-DICHAON KALAN'],['IND'],['0'],['12th Pass'],"['Rs\xa06,52,000~ 6\xa0Lacs+']",['Rs\xa00~']
['Kanchan Choudhary'],['171-CHITARANJAN PARK'],['BJP'],['0'],['Graduate'],"['Rs\xa060,92,549~ 60\xa0Lacs+']","['Rs\xa08,50,000~ 8\xa0Lacs+']"
['Kanihya'],['121-DWARKA-A'],['IND'],['0'],['5th Pass'],"['Rs\xa034,97,556~ 34\xa0Lacs+']","['Rs\xa090,000~ 90\xa0Thou+']"
['Kanika Kwatra'],['210-GEETA COLONY'],['INC'],['0'],['Post Graduate'],"['Rs\xa012,88,415~ 12\xa0Lacs+']",['Rs\xa00~']
['Kanta Devi'],['114-NAWADA'],['BSP'],['0'],['5th Pass'],"['Rs\xa02,75,000~ 2\xa0Lacs+']",['Rs\xa00~']
['Kanta Sharma'],['174-SRI NIWAS PURI'],['INC'],['0'],['Graduate'],"['Rs\xa03,41,06,643~ 3\xa0Crore+']","['Rs\xa01,00,64,538~ 1\xa0Crore+']"
['Kapil Dev Sharma'],['4-ALIPUR'],['IND'],['0'],['Post Graduate'],"['Rs\xa02,29,71,472~ 2\xa0Crore+']","['Rs\xa010,62,222~ 10\xa0Lacs+']"
['Kapil Mehta'],['216-JHILMIL'],['IND'],['0'],['Graduate'],"['Rs\xa016,04,000~ 16\xa0Lacs+']","['Rs\xa025,00,000~ 25\xa0Lacs+']"
['Karam Chand'],['129-ROSHAN PURA'],['IND'],['0'],['12th Pass'],"['Rs\xa02,30,000~ 2\xa0Lacs+']","['Rs\xa06,40,000~ 6\xa0Lacs+']"
['Kashmir Singh'],['97-CHAUKHANDI NAGAR'],['IND'],['0'],['10th Pass'],"['Rs\xa044,15,239~ 44\xa0Lacs+']",['Rs\xa00~']
['Kaushalya'],['46- NANGLOI JAT'],['INC'],['0'],['Graduate'],"['Rs\xa01,77,49,965~ 1\xa0Crore+']","['Rs\xa013,03,395~ 13\xa0Lacs+']"
['Kaushlya Devi'],['116-BINDA PUR'],['JD(U)'],['0'],['8th Pass'],"['Rs\xa084,50,464~ 84\xa0Lacs+']","['Rs\xa028,25,000~ 28\xa0Lacs+']"
['Kavita'],['5-BAKHTAWARPUR'],['BSP'],['0'],['12th Pass'],"['Rs\xa055,44,406~ 55\xa0Lacs+']","['Rs\xa01,95,285~ 1\xa0Lacs+']"
['Kavita Chauhan'],['85-WEST PATEL NAGAR'],['AAP'],['0'],['8th Pass'],"['Rs\xa03,39,06,206~ 3\xa0Crore+']","['Rs\xa021,000~ 21\xa0Thou+']"
['Kavita Devi'],['26-POOTH KALAN'],['BJP'],['0'],['12th Pass'],"['Rs\xa03,47,38,601~ 3\xa0Crore+']","['Rs\xa026,16,000~ 26\xa0Lacs+']"
['Kavita Kumari Sharma'],['229-BRAHAM PURI'],['BJP'],['0'],['Graduate'],"['Rs\xa04,02,27,297~ 4\xa0Crore+']","['Rs\xa011,54,369~ 11\xa0Lacs+']"
['Kawaljeet'],['210-GEETA COLONY'],['AAP'],['0'],['8th Pass'],"['Rs\xa02,49,29,261~ 2\xa0Crore+']","['Rs\xa020,08,745~ 20\xa0Lacs+']"
['Keshrani Neel Daman Khatri'],['1-NARELA'],['BJP'],['0'],['12th Pass'],"['Rs\xa06,14,44,538~ 6\xa0Crore+']","['Rs\xa01,79,18,660~ 1\xa0Crore+']"
['Khajan Singh'],['133-MAHIPALPUR'],['IND'],['0'],['5th Pass'],"['Rs\xa02,31,42,873~ 2\xa0Crore+']",['Rs\xa00~']
['Kiran'],['38-PREM NAGAR'],['BSP'],['0'],['Post Graduate'],"['Rs\xa03,85,000~ 3\xa0Lacs+']",['Rs\xa00~']
['Kiran Bala'],['77-DELHI GATE'],['AAP'],['0'],['10th Pass'],"['Rs\xa014,24,964~ 14\xa0Lacs+']",['Rs\xa00~']
['Kiran Devi'],['155-MEHRAULI'],['IND'],['0'],['10th Pass'],"['Rs\xa097,000~ 97\xa0Thou+']",['Rs\xa00~']
['Kiran Gupta Sethi'],['69-KAMLA NAGAR'],['AAP'],['0'],['12th Pass'],"['Rs\xa043,13,258~ 43\xa0Lacs+']","['Rs\xa09,11,194~ 9\xa0Lacs+']"
['Kiran Jot Kaur'],['100-FATEH NAGAR'],['IND'],['0'],['Post Graduate'],"['Rs\xa053,33,559~ 53\xa0Lacs+']","['Rs\xa02,79,723~ 2\xa0Lacs+']"
['Kiran Kumari'],['112-SAINIK ENCLAVE'],['IND'],['0'],['12th Pass'],"['Rs\xa060,729~ 60\xa0Thou+']",['Rs\xa00~']
['Kishan Lal'],['62-SHAKUR PUR'],['BJP'],['0'],['12th Pass'],"['Rs\xa067,63,374~ 67\xa0Lacs+']",['Rs\xa00~']
['Komal'],['31-NANGAI THAKRAN'],['INC'],['0'],['Graduate'],"['Rs\xa085,85,192~ 85\xa0Lacs+']",['Rs\xa00~']
['Komal'],['128-DICHAON KALAN'],['INC'],['0'],['12th Pass'],"['Rs\xa024,763~ 24\xa0Thou+']",['Rs\xa00~']
['Komal Vashisht'],['22-ROHINI-B'],['BJP'],['0'],['Others'],"['Rs\xa036,58,657~ 36\xa0Lacs+']",['Rs\xa00~']
['Kranti'],['124-NANGII SAKRAWATI'],['INC'],['0'],['10th Pass'],"['Rs\xa04,37,62,425~ 4\xa0Crore+']","['Rs\xa02,21,88,542~ 2\xa0Crore+']"
['Krishan Jakhar'],['172-CHIRAG DELHI'],['AAP'],['3'],['8th Pass'],"['Rs\xa031,15,137~ 31\xa0Lacs+']",['Rs\xa00~']
['Krishan Kumar'],['107-VIKAS PURI'],['INC'],['0'],['Graduate'],"['Rs\xa048,03,417~ 48\xa0Lacs+']",['Rs\xa00~']
['Krishna'],['110-KUNWAR SINGH NAGAR'],['INC'],['0'],['Illiterate'],"['Rs\xa01,93,21,600~ 1\xa0Crore+']","['Rs\xa014,96,004~ 14\xa0Lacs+']"
['Krishna'],['63-TRI NAGAR'],['BSP'],['0'],['Literate'],"['Rs\xa08,11,500~ 8\xa0Lacs+']",['Rs\xa00~']
['Krishna Devi Raghav'],['116-BINDA PUR'],['AAP'],['0'],['5th Pass'],"['Rs\xa028,55,98,080~ 28\xa0Crore+']","['Rs\xa09,50,000~ 9\xa0Lacs+']"
['Krishna Sharma'],['134-RAJ NAGAR'],['INC'],['0'],['Post Graduate'],"['Rs\xa058,07,228~ 58\xa0Lacs+']","['Rs\xa03,50,000~ 3\xa0Lacs+']"
['Kuldeep Bhandari'],['198-VINOD NAGAR'],['AAP'],['0'],['12th Pass'],"['Rs\xa05,34,32,729~ 5\xa0Crore+']",['Rs\xa00~']
['Kuldeep Sharma'],['228-MAUJPUR'],['IND'],['0'],['Graduate'],"['Rs\xa01,93,13,690~ 1\xa0Crore+']","['Rs\xa018,68,000~ 18\xa0Lacs+']"
['Kuldeep Shrawat'],['30-BAWANA'],['INC'],['0'],['12th Pass'],"['Rs\xa01,11,28,412~ 1\xa0Crore+']",['Rs\xa00~']
['Kuldeep Singh Phalswal'],['129-ROSHAN PURA'],['INC'],['0'],['Graduate'],"['Rs\xa01,99,95,292~ 1\xa0Crore+']",['Rs\xa00~']
['Kuldip Mittal'],['53-ROHINI-E'],['AAP'],['0'],['10th Pass'],"['Rs\xa034,40,01,443~ 34\xa0Crore+']","['Rs\xa015,43,63,962~ 15\xa0Crore+']"
['Kuljeet Kaur'],['36-NIIOTHI'],['BJP'],['0'],['Graduate'],"['Rs\xa039,14,925~ 39\xa0Lacs+']",['Rs\xa00~']
['Kumari Amrita'],['24-VIJAY VIHAR'],['BJP'],['0'],['Graduate'],"['Rs\xa01,46,51,703~ 1\xa0Crore+']","['Rs\xa030,00,000~ 30\xa0Lacs+']"
['Kumkum'],['121-DWARKA-A'],['IND'],['0'],['12th Pass'],"['Rs\xa03,63,41,221~ 3\xa0Crore+']","['Rs\xa094,17,006~ 94\xa0Lacs+']"
['Kumkum'],['123-KAKROLA'],['IND'],['0'],['12th Pass'],"['Rs\xa03,63,41,221~ 3\xa0Crore+']","['Rs\xa094,17,006~ 94\xa0Lacs+']"
['Kunal Sehrawat'],['133-MAHIPALPUR'],['INC'],['8'],['Graduate'],"['Rs\xa051,64,024~ 51\xa0Lacs+']",['Rs\xa00~']
['Kunti'],['11-TIMARPUR'],['BSP'],['0'],['Post Graduate'],"['Rs\xa088,37,000~ 88\xa0Lacs+']","['Rs\xa034,00,000~ 34\xa0Lacs+']"
['Kunwar Anand Singh'],['119-MANGLAPURI'],['NCP'],['0'],['Post Graduate'],"['Rs\xa061,37,248~ 61\xa0Lacs+']",['Rs\xa00~']
['Kusum'],['4-ALIPUR'],['BSP'],['0'],['8th Pass'],"['Rs\xa067,57,982~ 67\xa0Lacs+']","['Rs\xa01,60,000~ 1\xa0Lacs+']"
['Kusum'],['193-KONDLI'],['IND'],['0'],['Illiterate'],"['Rs\xa05,29,17,106~ 5\xa0Crore+']","['Rs\xa03,95,04,831~ 3\xa0Crore+']"
['Kusum Lata'],['147-KOTLA MUBARAKPUR'],['BJP'],['0'],['12th Pass'],"['Rs\xa04,69,63,101~ 4\xa0Crore+']",['Rs\xa00~']
['Kusum Masiwal'],['198-VINOD NAGAR'],['IND'],['0'],['10th Pass'],"['Rs\xa01,24,66,261~ 1\xa0Crore+']",['Rs\xa00~']
['Kusum Tomar'],['235-GORAKH PARK'],['BJP'],['1'],['Graduate'],"['Rs\xa02,08,66,162~ 2\xa0Crore+']","['Rs\xa02,50,000~ 2\xa0Lacs+']"
['Kusum Yadav'],['132-KAPASHERA'],['IND'],['0'],['10th Pass'],"['Rs\xa02,000~ 2\xa0Thou+']",['Rs\xa00~']
['Kuwar Arjun Pal Singh Marwah'],['144-LAJPAT NAGAR'],['BJP'],['0'],['Graduate Professional'],"['Rs\xa02,90,37,891~ 2\xa0Crore+']","['Rs\xa01,42,62,000~ 1\xa0Crore+']"
['Lakhan Kumar'],['23-RITHALA'],['NCP'],['0'],['8th Pass'],"['Rs\xa012,40,194~ 12\xa0Lacs+']","['Rs\xa02,92,424~ 2\xa0Lacs+']"
['Lakshmi Chand'],['166-PUSHP VIHAR'],['INC'],['0'],['Illiterate'],"['Rs\xa064,67,572~ 64\xa0Lacs+']",['Rs\xa00~']
['Lalit Bhambhry'],['142-DARYAGANJ'],['BJP'],['0'],['12th Pass'],"['Rs\xa015,07,63,137~ 15\xa0Crore+']","['Rs\xa014,00,000~ 14\xa0Lacs+']"
['Lalit Kumar'],['51-ROHINI-C'],['IND'],['0'],['Graduate Professional'],"['Rs\xa01,33,71,904~ 1\xa0Crore+']","['Rs\xa02,95,000~ 2\xa0Lacs+']"
['Lalit Kumar'],['80-RAM NAGAR'],['IND'],['0'],['10th Pass'],"['Rs\xa09,95,500~ 9\xa0Lacs+']",['Rs\xa00~']
['Lalita'],['40-NITHARI'],['IND'],['0'],['12th Pass'],"['Rs\xa018,06,765~ 18\xa0Lacs+']","['Rs\xa05,00,000~ 5\xa0Lacs+']"
['Lallu Singh'],['17-BHALSWA'],['BJP'],['0'],['12th Pass'],"['Rs\xa038,16,748~ 38\xa0Lacs+']",['Rs\xa00~']
['Lata Devi'],['189-ZAKIR NAGAR'],['BJP'],['0'],['5th Pass'],"['Rs\xa021,000~ 21\xa0Thou+']",['Rs\xa00~']
['Lata Kumari'],['182-MEETHAPUR'],['CPI(M)'],['0'],['Post Graduate'],"['Rs\xa01,72,115~ 1\xa0Lacs+']",['Rs\xa00~']
['Lavlesh Sharma'],['250-SABAPUR'],['IND'],['0'],['Literate'],"['Rs\xa01,80,49,223~ 1\xa0Crore+']",['Rs\xa00~']
['Laxman Singh Rawat'],['181-MOLARBAND'],['IND'],['2'],['12th Pass'],"['Rs\xa05,78,700~ 5\xa0Lacs+']",['Rs\xa00~']
['Laxmi'],['122-MATIAIA'],['IND'],['0'],['Graduate'],"['Rs\xa05,92,000~ 5\xa0Lacs+']",['Rs\xa00~']
['Laxmi Devi'],['110-KUNWAR SINGH NAGAR'],['IND'],['0'],['8th Pass'],"['Rs\xa040,85,774~ 40\xa0Lacs+']","['Rs\xa03,00,000~ 3\xa0Lacs+']"
['Laxmi Devi'],['132-KAPASHERA'],['INC'],['0'],['12th Pass'],"['Rs\xa076,58,712~ 76\xa0Lacs+']","['Rs\xa011,03,920~ 11\xa0Lacs+']"
['Laxmi Devi'],['182-MEETHAPUR'],['IND'],['0'],['Illiterate'],"['Rs\xa02,85,000~ 2\xa0Lacs+']",['Rs\xa00~']
['Laxmi Devi'],['8-MUKUNDPUR'],['JD(U)'],['0'],['8th Pass'],"['Rs\xa016,93,577~ 16\xa0Lacs+']",['Rs\xa00~']
['Leena Kumar'],['149-MALVIYA NAGAR'],['AAP'],['0'],['Graduate'],"['Rs\xa01,54,37,167~ 1\xa0Crore+']","['Rs\xa013,95,405~ 13\xa0Lacs+']"
['Lekhraj Singh'],['185-MADANPUR KHADAR EAST'],['BJP'],['0'],['Post Graduate'],"['Rs\xa01,34,38,506~ 1\xa0Crore+']",['Rs\xa00~']
['Lila Mehra'],['126-ISAPUR'],['BSP'],['0'],['10th Pass'],"['Rs\xa03,02,40,387~ 3\xa0Crore+']",['Rs\xa00~']
['Livis Chandela'],['95-VISHNU GARDEN'],['IND'],['0'],['10th Pass'],"['Rs\xa010,82,000~ 10\xa0Lacs+']","['Rs\xa065,000~ 65\xa0Thou+']"
['Lokesh Kumar'],['150-GREEN PARK'],['IND'],['0'],['Post Graduate'],"['Rs\xa018,64,967~ 18\xa0Lacs+']","['Rs\xa03,83,099~ 3\xa0Lacs+']"
['Lokman Singh'],['23-RITHALA'],['IND'],['0'],['12th Pass'],"['Rs\xa01,56,90,000~ 1\xa0Crore+']",['Rs\xa00~']
['Madhu'],['24-VIJAY VIHAR'],['IND'],['0'],['5th Pass'],"['Rs\xa01,41,63,537~ 1\xa0Crore+']",['Rs\xa00~']
['Madhu Bala'],['116-BINDA PUR'],['BSP'],['0'],['10th Pass'],"['Rs\xa012,30,224~ 12\xa0Lacs+']",['Rs\xa00~']
['Madhu Bala'],['72-SADAR BAZAR'],['IND'],['0'],['10th Pass'],"['Rs\xa070,95,000~ 70\xa0Lacs+']","['Rs\xa013,40,567~ 13\xa0Lacs+']"
['Madhu Rani'],['208-ANARKALI'],['INC'],['0'],['8th Pass'],"['Rs\xa02,53,80,354~ 2\xa0Crore+']",['Rs\xa00~']
['Madhulika Singh'],['155-MEHRAULI'],['IND'],['0'],['Graduate'],"['Rs\xa093,72,348~ 93\xa0Lacs+']",['Rs\xa00~']
