Candidate Name,Constituency,Party,Criminal_case,Education,Total_assets,Liabilities
['Ramaa Tokas'],['151-MUNIRKA'],['BJP'],['0'],['Post Graduate'],"['Rs\xa06,41,11,473~ 6\xa0Crore+']","['Rs\xa027,97,000~ 27\xa0Lacs+']"
['Raman Batra'],['224-WELCOME COLONY'],['IND'],['0'],['Graduate'],"['Rs\xa04,18,500~ 4\xa0Lacs+']","['Rs\xa06,32,000~ 6\xa0Lacs+']"
['Rambir Tanwar'],['158-BHATI'],['BJP'],['1'],['8th Pass'],"['Rs\xa01,64,35,617~ 1\xa0Crore+']","['Rs\xa029,07,966~ 29\xa0Lacs+']"
['Ramdayal Mahto'],['39-MUBARIKPUR'],['BJP'],['0'],['8th Pass'],"['Rs\xa02,25,53,932~ 2\xa0Crore+']","['Rs\xa05,31,447~ 5\xa0Lacs+']"
['Ramesh'],['152-R.K. PURAM'],['BSP'],['0'],['Not Given'],"['Rs\xa034,29,430~ 34\xa0Lacs+']","['Rs\xa05,00,000~ 5\xa0Lacs+']"
['Ramesh Chand'],['37-KIRARI'],['AAP'],['0'],['5th Pass'],"['Rs\xa01,49,29,607~ 1\xa0Crore+']",['Rs\xa00~']
['Ramesh Chand Verma'],['105-MAHAVEER ENCLAVE'],['IND'],['0'],['5th Pass'],"['Rs\xa077,57,569~ 77\xa0Lacs+']",['Rs\xa00~']
['Ramesh Kumar'],['222-RAM NAGAR EAST'],['IND'],['0'],['12th Pass'],"['Rs\xa01,63,20,625~ 1\xa0Crore+']",['Rs\xa00~']
['Ramesh Kumar Bisaiya'],['220-NAND NAGRI'],['AAP'],['0'],['Graduate Professional'],"['Rs\xa036,90,602~ 36\xa0Lacs+']",['Rs\xa00~']
['Ramesh Kumar Garg'],['204-PREET VIHAR'],['BJP'],['0'],['10th Pass'],"['Rs\xa09,66,91,843~ 9\xa0Crore+']","['Rs\xa082,50,000~ 82\xa0Lacs+']"
['Ramesh Kumar Khatri'],['53-ROHINI-E'],['IND'],['1'],['Graduate Professional'],"['Rs\xa02,84,69,708~ 2\xa0Crore+']","['Rs\xa042,000~ 42\xa0Thou+']"
['Ramesh Kumar Singh'],['123-KAKROLA'],['JD(U)'],['0'],['12th Pass'],"['Rs\xa01,41,16,904~ 1\xa0Crore+']","['Rs\xa09,61,027~ 9\xa0Lacs+']"
['Ramesh Pandit'],['204-PREET VIHAR'],['AAP'],['0'],['12th Pass'],"['Rs\xa01,17,48,491~ 1\xa0Crore+']","['Rs\xa04,00,000~ 4\xa0Lacs+']"
['Ramesh Prasad Yadav'],['111-BAPROLA'],['BSP'],['0'],['12th Pass'],"['Rs\xa03,24,57,756~ 3\xa0Crore+']","['Rs\xa05,10,780~ 5\xa0Lacs+']"
['Ramesh Yadav'],['97-CHAUKHANDI NAGAR'],['INC'],['0'],['Post Graduate'],"['Rs\xa018,93,34,929~ 18\xa0Crore+']","['Rs\xa04,08,16,495~ 4\xa0Crore+']"
['Rameshwar'],['238-SABOLI'],['BSP'],['0'],['8th Pass'],"['Rs\xa017,04,400~ 17\xa0Lacs+']","['Rs\xa010,000~ 10\xa0Thou+']"
['Raminder Kaur'],['100-FATEH NAGAR'],['AAP'],['0'],['Others'],"['Rs\xa02,52,84,367~ 2\xa0Crore+']","['Rs\xa017,63,116~ 17\xa0Lacs+']"
['Ranbir Singh'],['32-KANJHAWAIA'],['BSP'],['0'],['12th Pass'],"['Rs\xa029,06,353~ 29\xa0Lacs+']",['Rs\xa00~']
['Ranjeet Verma'],['55-SHALIMAR BAGH-A'],['IND'],['0'],['8th Pass'],"['Rs\xa01,46,000~ 1\xa0Lacs+']",['Rs\xa00~']
['Ranjeeta Chaudhary'],['11-TIMARPUR'],['IND'],['0'],['8th Pass'],"['Rs\xa03,50,380~ 3\xa0Lacs+']",['Rs\xa00~']
['Ranjna Kumari'],['191-MAYUR VIHAR PHASE-I'],['INC'],['0'],['Post Graduate'],"['Rs\xa011,99,887~ 11\xa0Lacs+']","['Rs\xa04,06,434~ 4\xa0Lacs+']"
['Rao Satvir Singh'],['125-CHHAWAIA'],['IND'],['0'],['10th Pass'],"['Rs\xa09,43,26,996~ 9\xa0Crore+']",['Rs\xa00~']
['Ratna Sharma'],['197-PATPAR GANJ'],['INC'],['0'],['10th Pass'],"['Rs\xa024,83,589~ 24\xa0Lacs+']","['Rs\xa03,05,894~ 3\xa0Lacs+']"
['Ravi'],['93-MADIPUR'],['IND'],['0'],['10th Pass'],"['Rs\xa01,24,424~ 1\xa0Lacs+']",['Rs\xa00~']
['Ravi Kumar'],['13-MUKHERJEE NAGAR'],['IND'],['0'],['8th Pass'],"['Rs\xa021,512~ 21\xa0Thou+']","['Rs\xa05,00,000~ 5\xa0Lacs+']"
['Ravi Shankar'],['47-NIHAL VIHAR'],['AIFB'],['0'],['Graduate Professional'],"['Rs\xa021,52,862~ 21\xa0Lacs+']","['Rs\xa084,367~ 84\xa0Thou+']"
['Ravi Shankar'],['238-SABOLI'],['IND'],['0'],['Post Graduate'],"['Rs\xa041,70,000~ 41\xa0Lacs+']",['Rs\xa00~']
['Ravi Shankar'],['67-SANGAM PARK'],['AAP'],['0'],['12th Pass'],"['Rs\xa023,53,300~ 23\xa0Lacs+']",['Rs\xa00~']
['Ravinder'],['32-KANJHAWAIA'],['IND'],['1'],['12th Pass'],"['Rs\xa019,08,51,310~ 19\xa0Crore+']","['Rs\xa01,03,033~ 1\xa0Lacs+']"
['Ravinder'],['111-BAPROLA'],['AAP'],['1'],['12th Pass'],"['Rs\xa05,00,73,618~ 5\xa0Crore+']","['Rs\xa07,96,167~ 7\xa0Lacs+']"
['Ravinder Kumar'],['74-CHANDNI CHOWK'],['BJP'],['0'],['12th Pass'],"['Rs\xa031,63,632~ 31\xa0Lacs+']",['Rs\xa00~']
['Ravinder Kumar'],['95-VISHNU GARDEN'],['BSP'],['0'],['12th Pass'],"['Rs\xa012,28,53,000~ 12\xa0Crore+']",['Rs\xa00~']
['Ravinder Singh'],['111-BAPROLA'],['IND'],['2'],['12th Pass'],"['Rs\xa06,51,165~ 6\xa0Lacs+']",['Rs\xa00~']
['Ravinder Singh Negi'],['198-VINOD NAGAR'],['BJP'],['0'],['Graduate'],"['Rs\xa02,25,00,927~ 2\xa0Crore+']","['Rs\xa04,94,581~ 4\xa0Lacs+']"
['Ravindra Bhardwaj'],['41-AMAN VIHAR'],['AAP'],['0'],['Graduate'],"['Rs\xa02,01,71,590~ 2\xa0Crore+']","['Rs\xa01,40,10,058~ 1\xa0Crore+']"
['Ravindra Kumar Govil'],['248-KARAWAI NAGAR-WEST'],['IND'],['0'],['Graduate Professional'],"['Rs\xa016,17,000~ 16\xa0Lacs+']",['Rs\xa00~']
['Ravindra Nath Bohra'],['82-PAHAR GANJ'],['IND'],['0'],['Graduate'],"['Rs\xa010,200~ 10\xa0Thou+']",['Rs\xa00~']
['Ravita'],['193-KONDLI'],['IND'],['0'],['Post Graduate'],"['Rs\xa03,89,89,898~ 3\xa0Crore+']","['Rs\xa062,50,000~ 62\xa0Lacs+']"
['Reena Devi'],['98-SUBHASH NAGAR'],['BSP'],['0'],['Illiterate'],"['Rs\xa05,48,016~ 5\xa0Lacs+']",['Rs\xa00~']
['Reena Maheshwari'],['221-ASHOK NAGAR'],['BJP'],['0'],['12th Pass'],"['Rs\xa098,73,876~ 98\xa0Lacs+']","['Rs\xa011,00,000~ 11\xa0Lacs+']"
['Reena Tomar'],['199-MANDAWAII'],['AAP'],['0'],['12th Pass'],"['Rs\xa01,47,12,500~ 1\xa0Crore+']",['Rs\xa00~']
['Reenu Jain'],['200-PANDAV NAGAR'],['IND'],['0'],['Graduate'],"['Rs\xa03,08,95,500~ 3\xa0Crore+']",['Rs\xa00~']
['Reeta'],['231-GHONDA'],['INC'],['0'],['Post Graduate'],"['Rs\xa018,35,768~ 18\xa0Lacs+']",['Rs\xa00~']
['Reeta'],['112-SAINIK ENCLAVE'],['BJP'],['0'],['10th Pass'],"['Rs\xa046,30,509~ 46\xa0Lacs+']",['Rs\xa00~']
['Reeta'],['123-KAKROLA'],['IND'],['0'],['12th Pass'],['Nil'],['Rs\xa00~']
['Reeta'],['182-MEETHAPUR'],['AAP'],['0'],['12th Pass'],"['Rs\xa053,41,000~ 53\xa0Lacs+']","['Rs\xa012,23,909~ 12\xa0Lacs+']"
['Reeta Khari'],['65-ASHOK VIHAR'],['AAP'],['0'],['12th Pass'],"['Rs\xa047,82,530~ 47\xa0Lacs+']",['Rs\xa00~']
['Rekha'],['12-MALKA GANJ'],['BJP'],['0'],['Post Graduate'],"['Rs\xa016,17,421~ 16\xa0Lacs+']","['Rs\xa09,50,000~ 9\xa0Lacs+']"
['Rekha'],['231-GHONDA'],['IND'],['0'],['5th Pass'],"['Rs\xa07,75,357~ 7\xa0Lacs+']","['Rs\xa021,35,000~ 21\xa0Lacs+']"
['Rekha'],['226-GAUTAM PURI'],['IND'],['0'],['8th Pass'],"['Rs\xa019,72,000~ 19\xa0Lacs+']",['Rs\xa00~']
['Rekha'],['208-ANARKALI'],['AAP'],['0'],['8th Pass'],"['Rs\xa04,21,36,001~ 4\xa0Crore+']",['Rs\xa00~']
['Rekha'],['92-PUNJABI BAGH'],['BSP'],['0'],['Graduate Professional'],"['Rs\xa084,88,908~ 84\xa0Lacs+']","['Rs\xa03,80,000~ 3\xa0Lacs+']"
['Rekha'],['157-AYA NAGAR'],['BSP'],['0'],['12th Pass'],"['Rs\xa03,84,56,000~ 3\xa0Crore+']",['Rs\xa00~']
['Rekha Bharara'],['98-SUBHASH NAGAR'],['IND'],['0'],['12th Pass'],"['Rs\xa01,00,54,000~ 1\xa0Crore+']",['Rs\xa00~']
['Rekha Chouhan'],['186-MADANPUR KHADAR WEST'],['IND'],['0'],['12th Pass'],"['Rs\xa093,20,000~ 93\xa0Lacs+']",['Rs\xa00~']
['Rekha Goel'],['52-ROHINI-F'],['AAP'],['8'],['Graduate'],"['Rs\xa01,53,08,300~ 1\xa0Crore+']","['Rs\xa02,91,515~ 2\xa0Lacs+']"
['Rekha Gupta'],['56-SHAIIMAR BAGH-B'],['BJP'],['0'],['Graduate Professional'],"['Rs\xa05,20,06,212~ 5\xa0Crore+']","['Rs\xa01,46,41,681~ 1\xa0Crore+']"
['Rekha Mahender Chaudhary'],['155-MEHRAULI'],['AAP'],['0'],['Graduate'],"['Rs\xa01,18,04,553~ 1\xa0Crore+']",['Rs\xa00~']
['Rekha Rani'],['24-VIJAY VIHAR'],['INC'],['0'],['12th Pass'],"['Rs\xa01,11,43,420~ 1\xa0Crore+']",['Rs\xa00~']
['Rekha Rani'],['230-BHAJANPURA'],['AAP'],['0'],['Graduate Professional'],"['Rs\xa010,79,28,276~ 10\xa0Crore+']","['Rs\xa02,67,67,821~ 2\xa0Crore+']"
['Rekha Rawat'],['9-SANT NAGAR'],['BJP'],['0'],['8th Pass'],"['Rs\xa029,27,600~ 29\xa0Lacs+']",['Rs\xa00~']
['Rekha Sahni'],['98-SUBHASH NAGAR'],['BJP'],['0'],['Graduate'],"['Rs\xa02,37,97,819~ 2\xa0Crore+']","['Rs\xa089,37,812~ 89\xa0Lacs+']"
['Rekha Tyagi'],['233-SUBHASH MOHALLA'],['AAP'],['0'],['12th Pass'],"['Rs\xa031,73,322~ 31\xa0Lacs+']","['Rs\xa06,34,107~ 6\xa0Lacs+']"
['Rekha Tyagi'],['247-SADATPUR'],['AAP'],['0'],['Post Graduate'],"['Rs\xa02,96,38,394~ 2\xa0Crore+']","['Rs\xa07,20,975~ 7\xa0Lacs+']"
['Rekha Vasisht'],['236-KARDAM PURI'],['RLD'],['0'],['Post Graduate'],"['Rs\xa06,19,55,362~ 6\xa0Crore+']","['Rs\xa034,66,204~ 34\xa0Lacs+']"
['Renu'],['86-EAST PATEL NAGAR'],['IND'],['0'],['12th Pass'],"['Rs\xa017,92,464~ 17\xa0Lacs+']",['Rs\xa00~']
['Renu'],['112-SAINIK ENCLAVE'],['IND'],['0'],['12th Pass'],"['Rs\xa011,01,02,863~ 11\xa0Crore+']","['Rs\xa038,40,000~ 38\xa0Lacs+']"
['Renu'],['147-KOTLA MUBARAKPUR'],['INC'],['0'],['12th Pass'],"['Rs\xa036,32,000~ 36\xa0Lacs+']","['Rs\xa09,00,000~ 9\xa0Lacs+']"
['Renu'],['218-SUNDAR NAGRI'],['BJP'],['0'],['8th Pass'],"['Rs\xa032,35,087~ 32\xa0Lacs+']","['Rs\xa045,73,000~ 45\xa0Lacs+']"
['Renu Aggarwal'],['69-KAMLA NAGAR'],['BJP'],['0'],['Post Graduate'],"['Rs\xa05,52,22,560~ 5\xa0Crore+']","['Rs\xa07,98,679~ 7\xa0Lacs+']"
['Renu Chaudhary'],['197-PATPAR GANJ'],['BJP'],['0'],['10th Pass'],"['Rs\xa030,86,32,246~ 30\xa0Crore+']","['Rs\xa039,00,000~ 39\xa0Lacs+']"
['Rimjhim'],['122-MATIAIA'],['NCP'],['0'],['8th Pass'],"['Rs\xa01,13,080~ 1\xa0Lacs+']",['Rs\xa00~']
['Rimjhim Sharma'],['249-SONIA VIHAR'],['AAP'],['0'],['12th Pass'],"['Rs\xa060,99,654~ 60\xa0Lacs+']","['Rs\xa01,81,213~ 1\xa0Lacs+']"
['Rina Devi'],['104-JANAK PURI SOUTH'],['CPI(M)'],['0'],['Illiterate'],"['Rs\xa020,75,283~ 20\xa0Lacs+']",['Rs\xa00~']
['Rinki Singh'],['88-BALJEET NAGAR'],['IND'],['0'],['Graduate Professional'],"['Rs\xa03,70,70,000~ 3\xa0Crore+']","['Rs\xa06,00,000~ 6\xa0Lacs+']"
['Rinku'],['220-NAND NAGRI'],['BJP'],['0'],['10th Pass'],"['Rs\xa052,92,684~ 52\xa0Lacs+']",['Rs\xa00~']
['Rinku'],['114-NAWADA'],['BJP'],['0'],['12th Pass'],"['Rs\xa03,34,49,440~ 3\xa0Crore+']","['Rs\xa02,07,64,390~ 2\xa0Crore+']"
['Rinku Devi'],['136-MADHU VIHAR'],['CPI'],['0'],['5th Pass'],"['Rs\xa021,23,966~ 21\xa0Lacs+']",['Rs\xa00~']
['Rinku Mittal'],['147-KOTLA MUBARAKPUR'],['AAP'],['0'],['12th Pass'],"['Rs\xa06,23,73,956~ 6\xa0Crore+']","['Rs\xa02,69,96,612~ 2\xa0Crore+']"
['Ritesh Suji'],['224-WELCOME COLONY'],['BJP'],['0'],['Graduate'],"['Rs\xa02,62,77,646~ 2\xa0Crore+']","['Rs\xa08,47,365~ 8\xa0Lacs+']"
['Ritu'],['3-HOLAMBI KALAN'],['BSP'],['0'],['Graduate'],"['Rs\xa01,03,37,274~ 1\xa0Crore+']","['Rs\xa08,50,000~ 8\xa0Lacs+']"
['Ritu'],['26-POOTH KALAN'],['AAP'],['0'],['10th Pass'],"['Rs\xa01,51,76,427~ 1\xa0Crore+']",['Rs\xa00~']
['Ritu Dahiya'],['126-ISAPUR'],['IND'],['1'],['12th Pass'],"['Rs\xa02,92,000~ 2\xa0Lacs+']",['Rs\xa00~']
['Ritu Goyal'],['52-ROHINI-F'],['BJP'],['0'],['Post Graduate'],"['Rs\xa05,18,59,756~ 5\xa0Crore+']","['Rs\xa05,77,656~ 5\xa0Lacs+']"
['Ritu Madan'],['90-MOTI NAGAR'],['BJP'],['0'],['Graduate'],"['Rs\xa07,41,63,012~ 7\xa0Crore+']",['Rs\xa00~']
['Ritu Singh'],['16-AZADPUR'],['INC'],['1'],['Graduate'],"['Rs\xa02,13,58,514~ 2\xa0Crore+']",['Rs\xa00~']
['Ritu Verma'],['129-ROSHAN PURA'],['IND'],['0'],['Post Graduate'],"['Rs\xa012,65,858~ 12\xa0Lacs+']",['Rs\xa00~']
['Rohit Kumar'],['160-SAID-UI-AJAIB'],['IND'],['0'],['Graduate'],"['Rs\xa022,00,000~ 22\xa0Lacs+']",['Rs\xa00~']
['Roshan Lal'],['8-MUKUNDPUR'],['IND'],['0'],['12th Pass'],"['Rs\xa05,000~ 5\xa0Thou+']",['Rs\xa00~']
['Roshan Lal'],['240-JOHARIPUR'],['AAP'],['0'],['10th Pass'],"['Rs\xa047,91,834~ 47\xa0Lacs+']",['Rs\xa00~']
['Rubi'],['9-SANT NAGAR'],['AAP'],['0'],['Graduate'],"['Rs\xa08,65,053~ 8\xa0Lacs+']",['Rs\xa00~']
['Ruchi Mangotra'],['98-SUBHASH NAGAR'],['IND'],['0'],['Graduate'],"['Rs\xa095,000~ 95\xa0Thou+']",['Rs\xa00~']
['Ruma Rana'],['7-KADIPUR'],['INC'],['0'],['12th Pass'],"['Rs\xa021,33,163~ 21\xa0Lacs+']","['Rs\xa02,83,600~ 2\xa0Lacs+']"
['Runakshi Sharma'],['88-BALJEET NAGAR'],['AAP'],['0'],['Graduate Professional'],"['Rs\xa07,95,666~ 7\xa0Lacs+']",['Rs\xa00~']
['Rupal Sandhu'],['207-VISHWAS NAGAR'],['IND'],['0'],['Graduate'],"['Rs\xa010,015~ 10\xa0Thou+']",['Rs\xa00~']
['Rupesh Kumar Bharti'],['190-NEW ASHOK NAGAR'],['IND'],['0'],['Graduate'],"['Rs\xa012,03,921~ 12\xa0Lacs+']",['Rs\xa00~']
['Rupesho Rani'],['223-ROHTASH NAGAR'],['BSP'],['0'],['8th Pass'],"['Rs\xa02,19,156~ 2\xa0Lacs+']",['Rs\xa00~']
['Saba'],['227-CHAUHAN BANGAR'],['BJP'],['0'],['Graduate Professional'],"['Rs\xa04,00,295~ 4\xa0Lacs+']",['Rs\xa00~']
['Sabila Begum'],['243-MUSTAFABAD'],['INC'],['0'],['5th Pass'],"['Rs\xa014,40,45,784~ 14\xa0Crore+']","['Rs\xa01,38,67,220~ 1\xa0Crore+']"
['Sachin'],['27-BEGUMPUR'],['IND'],['0'],['Graduate'],"['Rs\xa057,96,396~ 57\xa0Lacs+']",['Rs\xa00~']
['Sachin Tyagi'],['103-KESHOPUR'],['AAP'],['0'],['Graduate'],"['Rs\xa01,49,22,691~ 1\xa0Crore+']",['Rs\xa00~']
['Sagar'],['158-BHATI'],['IND'],['0'],['Graduate Professional'],"['Rs\xa02,35,275~ 2\xa0Lacs+']",['Rs\xa00~']
['Sahib Kumar'],['107-VIKAS PURI'],['AAP'],['0'],['Graduate'],"['Rs\xa011,98,28,399~ 11\xa0Crore+']","['Rs\xa03,25,86,840~ 3\xa0Crore+']"
['Sahil Gangwal'],['93-MADIPUR'],['AAP'],['0'],['10th Pass'],"['Rs\xa046,79,997~ 46\xa0Lacs+']","['Rs\xa040,666~ 40\xa0Thou+']"
['Sajda Begum'],['30-BAWANA'],['CPI'],['0'],['Illiterate'],"['Rs\xa09,36,997~ 9\xa0Lacs+']",['Rs\xa00~']
['Sakshi Rajput'],['118-SAGARPUR'],['IND'],['0'],['Post Graduate'],"['Rs\xa04,50,000~ 4\xa0Lacs+']",['Rs\xa00~']
['Salik Khan'],['79-BALLIMARAN'],['INC'],['0'],['8th Pass'],"['Rs\xa03,36,001~ 3\xa0Lacs+']","['Rs\xa062,985~ 62\xa0Thou+']"
['Salma Khan'],['189-ZAKIR NAGAR'],['AAP'],['0'],['Graduate'],"['Rs\xa043,26,514~ 43\xa0Lacs+']","['Rs\xa011,67,646~ 11\xa0Lacs+']"
['Salman Ali'],['163-SANGAM VIHAR-A'],['BSP'],['0'],['10th Pass'],"['Rs\xa091,000~ 91\xa0Thou+']",['Rs\xa00~']
['Sameer Ahmad'],['213-SHASTRI PARK'],['INC'],['0'],['5th Pass'],"['Rs\xa01,44,61,122~ 1\xa0Crore+']",['Rs\xa00~']
['Sameer Tiwari'],['117-DABRI'],['INC'],['0'],['10th Pass'],"['Rs\xa031,33,164~ 31\xa0Lacs+']","['Rs\xa036,816~ 36\xa0Thou+']"
['Samina Raza'],['81-QURAISH NAGAR'],['BJP'],['0'],['12th Pass'],"['Rs\xa021,10,177~ 21\xa0Lacs+']",['Rs\xa00~']
['Sana Fatima'],['184-JAITPUR'],['INC'],['0'],['Graduate'],"['Rs\xa061,78,419~ 61\xa0Lacs+']","['Rs\xa018,69,545~ 18\xa0Lacs+']"
['Sana Saifi'],['149-MALVIYA NAGAR'],['NCP'],['0'],['12th Pass'],"['Rs\xa01,36,800~ 1\xa0Lacs+']",['Rs\xa00~']
['Sandeep'],['32-KANJHAWAIA'],['AAP'],['0'],['10th Pass'],"['Rs\xa010,90,04,374~ 10\xa0Crore+']","['Rs\xa07,86,247~ 7\xa0Lacs+']"
['Sandeep Kapoor'],['211-KRISHNA NAGAR'],['BJP'],['0'],['Others'],"['Rs\xa02,20,63,716~ 2\xa0Crore+']","['Rs\xa07,32,816~ 7\xa0Lacs+']"
['Sandeep Kumar'],['51-ROHINI-C'],['IND'],['0'],['12th Pass'],"['Rs\xa055,000~ 55\xa0Thou+']",['Rs\xa00~']
['Sandeep Kumar Pal'],['230-BHAJANPURA'],['IND'],['0'],['10th Pass'],"['Rs\xa090,472~ 90\xa0Thou+']","['Rs\xa01,80,000~ 1\xa0Lacs+']"
['Sandhaya Kumari'],['85-WEST PATEL NAGAR'],['INC'],['0'],['5th Pass'],"['Rs\xa026,89,596~ 26\xa0Lacs+']",['Rs\xa00~']
['Sandhya Aggarwal'],['169-SANGAM VIHAR-B'],['INC'],['0'],['10th Pass'],"['Rs\xa04,56,78,494~ 4\xa0Crore+']","['Rs\xa064,89,792~ 64\xa0Lacs+']"
['Saneh Tripathi'],['98-SUBHASH NAGAR'],['INC'],['0'],['10th Pass'],"['Rs\xa03,10,000~ 3\xa0Lacs+']","['Rs\xa027,090~ 27\xa0Thou+']"
['Sangeeta'],['46- NANGLOI JAT'],['AIFB'],['0'],['8th Pass'],"['Rs\xa067,22,416~ 67\xa0Lacs+']",['Rs\xa00~']
['Sangeeta'],['104-JANAK PURI SOUTH'],['BSP'],['0'],['Graduate'],"['Rs\xa024,05,000~ 24\xa0Lacs+']",['Rs\xa00~']
['Sangeeta'],['124-NANGII SAKRAWATI'],['IND'],['0'],['Illiterate'],"['Rs\xa015,53,500~ 15\xa0Lacs+']",['Rs\xa00~']
['Sangeeta'],['134-RAJ NAGAR'],['IND'],['0'],['12th Pass'],"['Rs\xa034,50,877~ 34\xa0Lacs+']","['Rs\xa027,65,000~ 27\xa0Lacs+']"
['Sangeeta'],['138-SADH NAGAR'],['AAP'],['0'],['Graduate Professional'],"['Rs\xa026,80,880~ 26\xa0Lacs+']",['Rs\xa00~']
['Sangeeta Devi'],['85-WEST PATEL NAGAR'],['IND'],['0'],['5th Pass'],"['Rs\xa011,62,000~ 11\xa0Lacs+']",['Rs\xa00~']
['Sangeeta Mandhan'],['86-EAST PATEL NAGAR'],['IND'],['0'],['8th Pass'],"['Rs\xa07,37,745~ 7\xa0Lacs+']",['Rs\xa00~']
['Sangeeta Maurya'],['26-POOTH KALAN'],['IND'],['0'],['Graduate Professional'],"['Rs\xa030,20,976~ 30\xa0Lacs+']","['Rs\xa04,30,935~ 4\xa0Lacs+']"
['Sangeeta Singh'],['34-NANGLOI'],['INC'],['0'],['12th Pass'],"['Rs\xa01,03,44,833~ 1\xa0Crore+']",['Rs\xa00~']
['Sanjay'],['158-BHATI'],['IND'],['0'],['10th Pass'],"['Rs\xa09,78,980~ 9\xa0Lacs+']","['Rs\xa07,90,000~ 7\xa0Lacs+']"
['Sanjay Gaur'],['236-KARDAM PURI'],['INC'],['1'],['Graduate Professional'],"['Rs\xa044,09,514~ 44\xa0Lacs+']",['Rs\xa00~']
['Sanjay Gupta'],['224-WELCOME COLONY'],['INC'],['2'],['Graduate Professional'],"['Rs\xa06,12,00,381~ 6\xa0Crore+']","['Rs\xa01,34,18,770~ 1\xa0Crore+']"
['Sanjay Kumar'],['49-MANGOIPURI-A'],['IND'],['0'],['8th Pass'],"['Rs\xa01,49,000~ 1\xa0Lacs+']",['Rs\xa00~']
['Sanjay Kumar'],['101-TILAK NAGAR'],['BSP'],['0'],['Others'],"['Rs\xa022,38,093~ 22\xa0Lacs+']","['Rs\xa03,34,000~ 3\xa0Lacs+']"
['Sanjay Kumar'],['129-ROSHAN PURA'],['AAP'],['0'],['Graduate Professional'],"['Rs\xa088,03,076~ 88\xa0Lacs+']","['Rs\xa01,44,00,000~ 1\xa0Crore+']"
['Sanjay Kumar'],['181-MOLARBAND'],['IND'],['0'],['Graduate'],"['Rs\xa096,26,682~ 96\xa0Lacs+']","['Rs\xa016,66,934~ 16\xa0Lacs+']"
['Sanjay Negi'],['160-SAID-UI-AJAIB'],['JD(U)'],['0'],['10th Pass'],"['Rs\xa045,02,000~ 45\xa0Lacs+']","['Rs\xa01,60,000~ 1\xa0Lacs+']"
['Sanjay Rastogi'],['190-NEW ASHOK NAGAR'],['IND'],['2'],['10th Pass'],"['Rs\xa048,07,000~ 48\xa0Lacs+']",['Rs\xa00~']
['Sanjay Yadav'],['95-VISHNU GARDEN'],['BJP'],['1'],['5th Pass'],"['Rs\xa018,18,169~ 18\xa0Lacs+']",['Rs\xa00~']
['Sanjeev Kumar Rana'],['64-KESHAV PURAM'],['CPI'],['0'],['Others'],"['Rs\xa04,80,59,751~ 4\xa0Crore+']","['Rs\xa058,744~ 58\xa0Thou+']"
['Sanjeev Kumar Singh'],['190-NEW ASHOK NAGAR'],['BJP'],['0'],['10th Pass'],"['Rs\xa01,54,66,235~ 1\xa0Crore+']","['Rs\xa028,30,392~ 28\xa0Lacs+']"
['Sanju Jain'],['57-PITAM PURA'],['AAP'],['1'],['Post Graduate'],"['Rs\xa02,68,07,329~ 2\xa0Crore+']","['Rs\xa01,45,680~ 1\xa0Lacs+']"
['Sankarshan Prasad'],['154-LADO SARAI'],['IND'],['0'],['12th Pass'],"['Rs\xa030,21,811~ 30\xa0Lacs+']",['Rs\xa00~']
['Sant Prakash Gangwal'],['93-MADIPUR'],['INC'],['0'],['Graduate'],"['Rs\xa01,26,77,244~ 1\xa0Crore+']","['Rs\xa02,75,107~ 2\xa0Lacs+']"
['Santosh'],['217-DILSHAD COLONY'],['INC'],['0'],['12th Pass'],"['Rs\xa023,63,836~ 23\xa0Lacs+']","['Rs\xa02,17,660~ 2\xa0Lacs+']"
['Santosh'],['99-HARI NAGAR'],['JD(U)'],['0'],['Graduate'],"['Rs\xa01,01,76,520~ 1\xa0Crore+']",['Rs\xa00~']
['Santosh Devi'],['45-JAWALAPURI'],['AAP'],['0'],['8th Pass'],"['Rs\xa01,87,90,132~ 1\xa0Crore+']",['Rs\xa00~']
['Santosh Jha'],['39-MUBARIKPUR'],['JD(U)'],['0'],['8th Pass'],"['Rs\xa01,75,550~ 1\xa0Lacs+']",['Rs\xa00~']
['Santosh Kumar'],['216-JHILMIL'],['IND'],['0'],['10th Pass'],"['Rs\xa028,50,200~ 28\xa0Lacs+']",['Rs\xa00~']
['Santosh Kumar Bharti'],['28-SHAHBAAD DAIRY'],['BJP'],['0'],['10th Pass'],"['Rs\xa099,698~ 99\xa0Thou+']",['Rs\xa00~']
['Santosh Kumar Shah'],['10-JHARODA'],['IND'],['0'],['8th Pass'],"['Rs\xa09,04,076~ 9\xa0Lacs+']",['Rs\xa00~']
['Sapna'],['16-AZADPUR'],['IND'],['0'],['Post Graduate'],"['Rs\xa036,10,000~ 36\xa0Lacs+']",['Rs\xa00~']
['Sarika Chaudhary'],['142-DARYAGANJ'],['AAP'],['4'],['Graduate Professional'],"['Rs\xa040,45,359~ 40\xa0Lacs+']",['Rs\xa00~']
['Sarika Suman'],['40-NITHARI'],['IND'],['1'],['12th Pass'],"['Rs\xa02,07,91,588~ 2\xa0Crore+']","['Rs\xa042,24,252~ 42\xa0Lacs+']"
['Sarita'],['36-NIIOTHI'],['IND'],['0'],['12th Pass'],"['Rs\xa01,49,96,500~ 1\xa0Crore+']","['Rs\xa03,00,000~ 3\xa0Lacs+']"
